Unique ID,Batch ID,Recipe Name,Batch Start Time,Batch End Time,Duration,Dosing Accuracy,Production Line,ASA-D to Melt Tank (kg),NaOH to Melt Tank (kg),EDTA to Hold Tank (kg),EHDP to Hold Tank (kg),Betaine (kg),AOS (kg),Soap to Mixer (kg),Brine (kg),Mixture TO Mixer (kg),FC AITD (kg),FC Water (kg),DPG Dosage (kg),"Melt Temp, (max) (ｰC)",NaOH %CV (average),Average Naoh flow rate (kg/min),Batch time [min],Rework Used (kg),Average Mixture flow rate,F/C temperature,F/C temperature (Max) (ｰC),Mixture Pump speed (average) (%),Mixture Source,Total Preps Charge Time,F/C Time,Dry Time (after Mixture-Transfer to),Total mixer cycle time,Temp after FC (ｰC) (after Steam Out),Temp at end of mix time (ｰC),Temp at drop (ｰC),Mixture mixer agitator speed,Amps at end of mix time ,Load after FC (Amps) (after Steam Out),Mixer Water Addition,Mixer Air Flow In Average,Glycol Outlet Temp (ｰC),Roll Speed (RPM),Glycol Flow  (mｳ/h),Glycol Valve Output (%),Free fatty acid,Active,Approved,Speed (rpm)+D56,Average Head Pressure (bar),Color L,Color A,Color B,pH,Moisture
2871,A2-02,Recipe_A,2019-01-27 01:25:01,2019-01-27 03:48:10,143.15,0.72,LINE_2,493.0,37.72,2.05,1.36,323.62,,345.12,,2986.0,207.2,222.6,,118.5,23.5,4.77,62.98,357.0,165.16,189.24,217.64,52.1,A2_STRIPPER_OUT,9.95,18.2,12.9,56.48,111.07,116.93,116.81,85.0,114.91,112.39,,10.15,25.25,-5.34,2.97,38.11,,27.5,YES,22.49,5.69,5.62,88.63,-1200.0,4.8180000000000005,7.09
2872,A2-03,Recipe_A,2019-01-27 02:52:48,2019-01-27 05:30:51,158.05,0.35,LINE_2,488.5,37.71,2.13,1.36,327.82,,345.18,,2940.0,203.8,223.0,,117.98,22.9,4.76,57.35,356.0,137.08,196.11,221.73,42.19,A1_STRIPPER_OUT,9.88,21.75,12.6,66.37,111.98,116.98,116.34,85.0,116.24,111.11,,9.83,17.67,-4.38,2.97,36.44,,27.65,YES,24.93,2.93,5.63,89.06,-1120.0,4.812,7.06
2873,A2-04,Recipe_A,2019-01-27 04:25:14,2019-01-27 07:19:10,173.93,0.59,LINE_2,491.5,37.67,2.16,1.36,328.2,,345.37,,3000.0,207.8,218.3,,118.39,22.07,4.77,58.15,353.0,164.47,180.25,205.39,53.83,A2_STRIPPER_OUT,9.58,18.38,13.27,56.7,113.23,117.51,115.62,85.0,117.39,110.92,,10.09,26.18,-4.79,2.97,43.92,,27.82,YES,26.56,0.0,5.36,89.59,-1550.0,4.879,7.13
2874,A2-05,Recipe_A,2019-01-27 05:23:23,2019-01-27 08:57:53,214.5,0.46,LINE_2,491.5,37.68,2.13,1.36,324.07,,344.93,,2905.0,201.2,213.4,,118.41,22.38,4.79,88.9,355.0,125.04,191.9,222.25,38.94,A1_STRIPPER_OUT,9.75,23.75,12.68,60.98,113.52,117.17,116.12,85.0,120.51,114.83,,10.45,6.99,-4.89,2.97,43.76,,26.79,YES,24.3,1.18,5.1,88.53,-1020.0,4.828,7.07
2875,A2-06,Recipe_A,2019-01-27 07:17:59,2019-01-27 11:12:40,234.68,0.46,LINE_2,488.0,37.75,2.14,1.36,326.75,,345.24,,2950.0,204.6,220.1,,118.87,22.71,4.78,68.77,348.0,164.92,184.39,203.74,53.56,A2_STRIPPER_OUT,9.73,18.07,13.37,58.2,112.7,117.41,115.24,85.0,115.08,110.07,,9.68,19.59,-4.79,2.97,44.56,,26.56,YES,25.12,5.15,6.01,88.47,-1060.0,4.704,7.04
2876,A2-07,Recipe_A,2019-01-27 08:26:45,2019-01-27 12:55:50,269.07,0.6,LINE_2,486.0,37.62,2.06,1.36,327.7,,346.24,,2900.0,201.2,215.1,,118.0,22.71,4.77,134.97,347.0,166.73,181.86,219.49,53.63,A1_STRIPPER_OUT,9.65,17.67,12.88,52.63,112.66,117.46,116.87,85.0,121.22,118.7,,10.21,17.75,-4.69,2.97,40.71,,27.1,YES,25.23,0.0,4.97,88.0,-1290.0,4.827,7.18
2877,A2-08,Recipe_A,2019-01-27 12:17:20,2019-01-27 15:00:47,163.45,0.34,LINE_2,492.5,37.61,2.11,1.36,328.57,,345.49,,2916.0,201.8,218.2,,117.92,22.3,4.78,54.75,345.0,163.39,190.93,217.4,52.95,A2_STRIPPER_OUT,9.9,17.9,15.1,67.43,111.79,117.56,113.84,85.0,113.7,111.93,,7.76,19.68,-4.97,2.97,41.69,,26.27,YES,25.63,4.97,5.92,88.67,-1360.0,4.808,6.98
2878,A2-09,Recipe_A,2019-01-27 13:52:39,2019-01-27 17:00:26,187.78,0.31,LINE_2,487.5,37.71,2.12,1.36,328.58,,344.87,,2925.0,202.8,216.1,,118.4,22.44,4.76,57.73,358.5,149.45,195.48,223.39,47.4,A1_STRIPPER_OUT,9.67,19.83,12.6,59.17,113.91,117.61,115.97,85.0,118.46,111.47,,9.67,23.32,-4.31,2.97,37.68,,25.86,YES,26.51,0.0,5.23,88.28,-1390.0,4.918,7.1
2879,A2-10,Recipe_A,2019-01-27 17:30:33,2019-01-27 19:39:03,128.5,1.18,LINE_2,485.5,37.69,2.2,1.36,323.78,,345.18,,3004.0,208.4,219.9,,118.95,22.86,4.96,65.92,343.5,164.54,181.25,217.12,55.33,A2_STRIPPER_OUT,9.97,18.32,13.55,57.1,111.55,117.65,116.18,85.0,113.46,112.45,,9.98,22.28,-4.95,2.97,38.45,,27.24,YES,24.84,0.0,5.61,88.66,-1330.0,4.823,7.09
2880,A2-11,Recipe_A,2019-01-27 18:45:10,2019-01-27 21:06:53,141.72,0.27,LINE_2,492.5,37.75,2.09,1.36,325.47,,344.81,,2900.0,201.0,213.1,,117.91,21.69,4.79,56.7,346.5,166.64,190.95,217.54,52.8,A1_STRIPPER_OUT,9.8,17.68,12.92,58.92,111.74,117.7,115.85,85.0,117.44,111.18,,9.07,26.6,-4.45,2.97,37.61,,26.88,YES,26.11,4.91,5.48,88.53,-1210.0,4.824,6.96
2881,A2-01,Recipe_A,2019-01-27 21:17:19,2019-01-27 23:28:39,131.33,1.11,LINE_2,492.5,37.7,2.03,1.37,323.63,,349.12,,2946.0,204.2,219.4,,117.94,22.11,4.77,65.48,358.0,163.61,168.7,194.97,53.99,A2_STRIPPER_OUT,9.98,18.08,12.62,54.25,112.13,117.7,117.35,85.0,114.91,112.12,,9.7,21.22,-4.68,2.97,37.66,,27.36,YES,25.89,4.84,5.13,89.97,-1410.0,4.814,7.09
2882,A2-02,Recipe_A,2019-01-27 22:51:50,2019-01-28 01:19:59,148.15,0.39,LINE_2,485.5,37.69,2.12,1.36,328.7,,344.81,,2950.0,204.6,222.9,,122.14,22.16,4.77,65.53,356.5,118.48,194.87,222.18,36.93,A1_STRIPPER_OUT,9.9,25.32,12.75,65.45,113.18,117.17,116.94,85.0,116.58,114.12,,8.74,25.78,-4.6,2.97,37.67,,27.71,YES,27.41,6.26,5.35,89.27,-1070.0,4.791,7.03
2883,A2-03,Recipe_A,2019-01-27 23:57:22,2019-01-28 02:50:02,172.67,0.92,LINE_2,489.5,37.74,2.18,1.36,322.5,,344.87,,3026.0,210.0,219.8,,118.21,21.51,4.78,60.9,348.0,164.04,169.77,195.8,54.42,A2_STRIPPER_OUT,9.7,18.52,12.62,64.5,115.2,116.31,116.08,85.0,120.69,113.0,,9.07,24.8,-3.71,2.97,37.7,,27.6,YES,28.71,0.0,6.21,89.44,-1440.0,4.793,6.96
2884,A2-04,Recipe_A,2019-01-28 00:58:16,2019-01-28 04:31:06,212.83,0.35,LINE_2,489.5,37.66,2.1,1.36,332.48,,345.37,,2890.0,200.2,216.5,,119.32,21.88,4.77,77.08,354.5,166.68,171.13,213.84,53.24,A1_STRIPPER_OUT,9.77,17.6,12.65,51.67,111.79,117.7,117.65,85.0,120.21,115.01,,9.69,16.72,0.88,2.97,37.72,,27.87,YES,25.75,3.9,6.22,89.16,-1080.0,4.769,6.94
2885,A2-05,Recipe_A,2019-01-28 02:15:21,2019-01-28 05:53:32,218.18,0.66,LINE_2,488.5,37.82,2.06,1.36,330.35,,344.87,,2948.0,204.0,217.6,,124.14,22.55,4.77,116.87,349.5,167.72,191.52,211.52,54.22,A2_STRIPPER_OUT,9.83,17.67,12.62,51.73,112.32,117.75,117.3,85.0,115.46,110.63,,9.36,25.83,-4.45,2.97,37.72,,26.9,YES,26.93,0.0,5.17,90.02,-1110.0,4.828,7.09
2886,A2-06,Recipe_A,2019-01-28 05:33:41,2019-01-28 08:12:20,158.65,0.44,LINE_2,488.0,37.66,2.12,1.36,329.77,,345.18,,2905.0,201.4,215.4,,118.14,22.47,4.77,61.02,353.0,168.41,189.86,213.62,53.74,A1_STRIPPER_OUT,9.67,17.62,12.65,53.6,112.08,117.13,116.82,85.0,121.41,113.39,,9.14,21.4,-4.52,2.97,45.27,,27.61,YES,25.64,5.86,5.28,88.15,-1260.0,4.837,7.1
2887,A2-07,Recipe_A,2019-01-28 07:01:33,2019-01-28 10:31:47,210.23,0.31,LINE_2,489.5,37.66,2.12,1.36,329.07,,344.87,,2954.0,205.0,219.8,,118.1,22.32,4.78,58.45,349.0,158.73,190.59,213.54,53.79,A2_STRIPPER_OUT,9.75,18.65,12.6,56.6,112.37,117.65,116.76,85.0,116.53,114.29,,9.24,18.51,-5.18,2.97,45.52,,26.54,YES,25.5,5.0,5.14,89.15,-1010.0,4.928999999999999,7.09
2888,A2-08,Recipe_A,2019-01-28 10:08:57,2019-01-28 12:38:26,149.48,1.02,LINE_2,493.0,37.71,2.02,1.36,332.22,,345.43,,2915.0,202.2,216.3,,118.55,22.61,4.77,81.0,346.0,143.42,192.55,221.6,45.97,A1_STRIPPER_OUT,11.52,20.55,12.63,58.05,113.14,117.22,116.65,85.0,116.82,114.88,,9.16,19.93,-5.23,2.97,45.48,,26.79,YES,26.78,0.0,5.56,88.39,-1220.0,4.85,7.05
2889,A2-09,Recipe_A,2019-01-28 11:37:21,2019-01-28 14:15:40,158.32,0.76,LINE_2,491.5,37.75,2.04,1.36,329.42,,345.43,,2978.0,206.0,218.3,,117.38,21.76,4.77,58.37,349.5,165.85,196.55,215.76,53.8,A2_STRIPPER_OUT,20.43,18.05,13.6,66.8,112.85,117.8,116.15,85.0,116.13,111.93,,8.39,18.53,-4.39,2.97,37.81,,26.27,YES,27.6,4.92,5.3,89.19,-1180.0,4.9239999999999995,7.11
2890,A2-10,Recipe_A,2019-01-28 13:09:52,2019-01-28 16:19:05,189.22,0.45,LINE_2,489.0,37.72,2.1,1.36,320.33,,345.56,,2884.0,201.6,231.7,,118.26,20.93,4.78,61.0,343.0,154.77,177.34,206.86,54.46,A2_STRIPPER_OUT,9.72,18.67,15.98,62.63,112.56,117.22,115.4,85.0,113.55,108.8,,7.94,20.37,-5.05,2.97,38.34,,27.79,YES,24.49,5.84,5.41,89.72,-1020.0,4.784,7.06
2891,A2-11,Recipe_A,2019-01-28 17:04:04,2019-01-28 19:40:13,156.15,0.49,LINE_2,494.5,37.76,2.11,1.36,323.32,,345.12,,2958.0,204.8,220.3,,117.65,20.37,4.77,62.93,344.0,152.43,184.0,211.58,49.67,A2_STRIPPER_OUT,9.98,19.8,15.83,65.43,112.27,117.85,115.24,85.0,119.14,112.58,,6.23,21.92,-4.92,2.97,38.87,,26.63,YES,22.04,5.72,5.34,88.62,-1290.0,4.795,7.07
2892,A2-12,Recipe_A,2019-01-28 18:53:38,2019-01-28 21:06:19,132.68,0.54,LINE_2,490.5,37.63,2.14,1.36,323.22,,345.06,,2944.0,204.0,217.5,,117.2,20.11,4.78,55.82,348.5,151.41,176.86,204.62,54.02,A2_STRIPPER_OUT,9.95,19.42,12.62,59.3,115.54,116.5,115.41,85.0,119.41,112.28,,7.28,18.63,-5.02,2.97,38.66,,26.5,YES,26.45,3.86,5.7,89.44,-1240.0,4.772,7.03
2893,A2-01,Recipe_A,2019-01-28 21:14:13,2019-01-29 00:12:23,178.17,0.59,LINE_2,490.5,37.69,2.05,1.36,324.42,,344.99,,2890.0,200.4,211.4,,117.71,19.81,4.81,59.57,357.5,166.68,173.51,209.56,54.46,A1_STRIPPER_OUT,9.75,17.63,15.65,57.4,110.45,118.38,117.27,85.0,122.85,117.86,,6.96,19.77,-5.1,2.97,38.94,,26.63,YES,21.4,4.05,5.34,88.62,-1320.0,4.795,7.11
2894,A2-02,Recipe_A,2019-01-28 23:28:36,2019-01-29 02:48:36,200.0,0.78,LINE_2,487.5,37.85,2.16,1.36,329.25,,345.49,,2942.0,204.4,203.0,,118.16,21.25,4.79,57.1,353.5,103.5,159.85,216.34,43.0,A2_STRIPPER_OUT,9.68,28.55,12.62,71.03,112.03,117.61,116.17,85.0,119.92,113.43,,6.18,19.19,-3.69,2.97,39.42,,27.73,YES,23.67,4.25,5.51,88.87,-1010.0,4.762,7.04
2895,A2-03,Recipe_A,2019-01-29 01:38:53,2019-01-29 04:46:15,187.37,0.91,LINE_2,493.0,37.72,2.01,1.36,328.5,,344.81,,2905.0,201.0,211.4,,118.15,21.32,4.78,58.53,353.5,167.01,166.24,188.13,52.87,A1_STRIPPER_OUT,9.77,17.65,12.65,57.2,112.51,118.23,117.38,85.0,119.54,113.56,,6.51,21.84,-4.42,2.97,38.53,,27.11,YES,26.84,5.74,6.13,88.61,-1120.0,4.645,7.04
2896,A2-04,Recipe_A,2019-01-29 03:53:47,2019-01-29 06:22:58,149.18,0.88,LINE_2,493.5,37.72,2.03,1.36,325.02,,344.81,,3006.0,207.8,218.3,,118.21,21.31,4.77,63.25,354.5,165.59,179.55,208.4,53.37,A2_STRIPPER_OUT,9.77,18.2,12.62,61.93,112.94,117.56,116.56,85.0,112.29,111.92,,5.93,22.75,-4.93,2.97,42.45,,26.7,YES,25.49,0.0,5.34,88.36,-1220.0,4.88,7.05
2897,A2-05,Recipe_A,2019-01-29 05:32:10,2019-01-29 07:56:43,144.55,0.2,LINE_2,491.0,37.66,2.11,1.36,327.82,,345.43,,2900.0,202.0,215.2,,118.53,21.78,4.77,59.98,357.5,113.51,200.2,221.88,35.84,A1_STRIPPER_OUT,9.7,25.95,13.07,61.55,112.75,117.27,116.82,85.0,117.03,110.93,,5.49,22.16,-4.52,2.97,42.46,,27.0,YES,25.9,0.0,5.15,88.79,-1020.0,4.873,7.05
2898,A2-06,Recipe_A,2019-01-29 06:56:11,2019-01-29 10:05:06,188.92,0.64,LINE_2,486.5,37.77,2.05,1.36,324.93,,344.93,,2976.0,205.8,220.2,,117.82,21.7,4.78,59.68,359.5,163.76,197.11,215.63,53.39,A2_STRIPPER_OUT,9.78,18.33,12.62,55.13,113.62,117.99,117.1,85.0,114.16,111.33,,5.42,18.21,-5.15,2.97,42.72,,25.89,YES,26.38,4.98,6.38,88.4,-1220.0,4.757,7.05
2899,A2-07,Recipe_A,2019-01-29 10:04:17,2019-01-29 13:07:30,183.22,0.51,LINE_2,491.5,37.7,2.05,1.36,326.95,,344.81,,2875.0,199.2,213.0,,117.58,21.39,4.79,58.23,340.0,145.75,191.66,219.76,46.31,A1_STRIPPER_OUT,9.95,20.3,12.6,64.23,110.45,118.33,117.43,85.0,120.41,114.29,,4.57,14.49,-5.36,2.97,43.49,,26.54,YES,21.76,0.0,5.09,88.13,-1110.0,4.881,7.12
2900,A2-08,Recipe_A,2019-01-29 12:08:43,2019-01-29 15:01:51,173.13,0.49,LINE_2,492.0,37.57,2.07,1.36,323.93,,345.06,,2956.0,204.2,218.3,,118.49,21.49,4.97,61.05,348.5,108.32,162.88,218.69,37.46,A2_STRIPPER_OUT,9.9,29.58,12.6,69.95,112.61,117.8,116.38,85.0,116.09,113.46,,5.78,3.36,-4.67,2.97,42.21,,26.9,YES,17.52,2.5,5.53,88.88,-1260.0,4.865,7.16
2901,A2-09,Recipe_A,2019-01-29 13:52:47,2019-01-29 19:52:23,359.6,0.26,LINE_2,486.5,37.76,2.1,1.36,325.7,,344.93,,2960.0,205.0,218.9,,117.06,20.09,4.78,56.0,346.5,106.26,164.54,216.33,39.17,A2_STRIPPER_OUT,13.55,28.1,13.37,70.15,114.48,117.17,116.11,85.0,119.49,112.33,,6.08,21.36,-4.53,2.97,42.43,,26.86,YES,25.26,5.25,5.3,88.19,-1310.0,4.868,7.08
2902,A2-10,Recipe_A,2019-01-29 14:58:39,2019-01-29 21:15:42,377.05,0.62,LINE_2,490.5,37.67,2.04,1.36,324.97,,344.93,,2895.0,200.6,216.8,,118.11,19.3,4.81,255.67,359.5,121.59,199.43,223.18,38.34,A1_STRIPPER_OUT,9.82,24.13,12.67,63.52,112.94,117.27,115.9,85.0,119.46,112.12,,6.07,19.12,-4.98,2.97,42.34,,26.75,YES,26.78,3.21,5.36,89.23,-1270.0,4.824,7.08
2903,A2-01,Recipe_A,2019-01-29 20:10:55,2019-01-29 23:08:09,177.23,0.72,LINE_2,493.0,37.65,2.05,1.36,323.58,,345.12,,3010.0,208.2,217.7,,117.62,21.54,4.78,62.58,353.0,162.49,194.13,210.26,54.14,A2_STRIPPER_OUT,9.6,18.55,12.6,56.7,113.57,117.7,116.05,85.0,117.42,110.16,,6.23,17.37,-5.03,2.97,46.29,,27.58,YES,28.44,5.19,5.78,89.01,-1290.0,4.731,7.01
2904,A2-02,Recipe_A,2019-01-29 21:13:30,2019-01-30 01:04:27,230.95,0.91,LINE_2,486.5,37.8,2.02,1.36,324.38,,345.18,,2930.0,203.2,217.2,,119.53,22.07,4.96,88.77,344.5,149.83,191.76,222.22,46.06,A1_STRIPPER_OUT,9.62,19.77,13.28,81.07,110.25,118.14,116.75,85.0,114.72,113.81,,5.33,22.13,-4.72,2.97,46.51,,27.47,YES,25.69,5.66,5.48,88.14,-1590.0,4.743,7.05
2905,A2-03,Recipe_A,2019-01-29 22:42:16,2019-01-30 02:31:38,229.37,0.71,LINE_2,474.5,37.63,2.1,1.36,329.47,,344.99,,2984.0,206.6,218.6,,118.4,20.53,4.8,115.48,356.0,165.16,190.94,211.12,54.07,A2_STRIPPER_OUT,9.52,18.17,13.33,53.6,111.98,117.7,116.82,85.0,111.71,108.15,,8.73,25.83,-4.67,2.97,46.12,,27.41,YES,26.37,6.57,5.45,88.06,-1180.0,4.747,7.15
2906,A2-04,Recipe_A,2019-01-30 00:37:45,2019-01-30 04:01:11,203.43,0.65,LINE_2,488.5,37.7,2.04,1.36,328.62,,344.93,,2900.0,201.4,232.9,,119.14,22.1,4.95,90.4,347.0,139.57,196.45,222.48,43.73,A1_STRIPPER_OUT,9.62,21.0,16.12,58.52,111.79,117.08,115.84,85.0,114.33,110.02,,7.9,22.37,-4.72,2.97,46.18,,27.35,YES,24.99,5.19,5.72,89.06,-1140.0,4.802,7.09
2907,A2-05,Recipe_A,2019-01-30 02:08:09,2019-01-30 05:01:59,173.83,0.21,LINE_2,490.0,37.72,2.09,1.36,328.55,,345.37,,2942.0,203.2,217.7,,118.78,21.84,4.96,82.95,345.0,163.51,182.42,204.33,51.97,A2_STRIPPER_OUT,9.73,18.05,12.62,57.87,114.43,116.98,114.85,85.0,111.91,107.17,,7.09,16.25,-3.7,2.97,46.15,,26.76,YES,26.48,3.17,5.37,88.26,-1140.0,4.874,7.13
2908,A2-06,Recipe_A,2019-01-30 03:31:06,2019-01-30 07:18:17,227.18,0.31,LINE_2,487.5,37.68,2.11,1.36,325.53,,345.37,,2915.0,201.6,216.5,,118.17,21.12,4.78,66.75,354.5,131.77,194.75,225.88,40.57,A1_STRIPPER_OUT,9.6,22.85,13.58,101.58,111.84,117.13,110.19,85.0,114.78,110.31,,4.26,22.69,-4.95,2.97,46.63,,26.35,YES,25.57,5.6,6.01,88.66,-1000.0,4.707,7.05
2909,A2-07,Recipe_A,2019-01-30 04:37:51,2019-01-30 09:02:20,264.48,1.04,LINE_2,487.0,37.61,2.01,1.36,325.1,,344.87,,2908.0,201.4,218.1,,119.22,21.79,4.76,89.9,345.5,165.72,170.87,206.82,53.73,A2_STRIPPER_OUT,9.83,17.63,13.12,53.65,112.46,117.46,116.52,85.0,116.34,110.21,,10.38,20.51,-5.21,2.97,47.19,,26.83,YES,26.38,5.62,5.51,88.7,-1160.0,4.746,7.01
2910,A2-08,Recipe_A,2019-01-30 08:28:11,2019-01-30 10:32:20,124.15,0.27,LINE_2,492.0,37.71,2.12,1.36,327.27,,344.81,,2890.0,200.6,212.3,,118.33,21.88,4.78,57.28,347.0,166.42,180.6,209.72,54.31,A1_STRIPPER_OUT,12.67,17.62,14.9,66.2,112.94,117.65,115.35,85.0,121.06,114.75,,8.76,12.15,-4.3,2.97,46.23,,26.85,YES,21.42,2.3,5.47,88.64,-1330.0,4.748,7.05
2911,A2-09,Recipe_A,2019-01-30 10:46:54,2019-01-30 12:51:14,124.33,0.65,LINE_2,491.0,37.75,2.08,1.37,333.02,,344.87,,2935.0,203.4,212.9,,118.35,20.65,4.78,65.18,354.5,170.49,186.94,218.21,52.74,A1_STRIPPER_OUT,12.1,17.78,13.65,57.1,112.75,117.56,116.61,85.0,120.88,115.47,,10.28,21.97,-5.03,2.97,46.88,,26.77,YES,26.41,6.25,4.87,88.02,-1260.0,4.899,7.11
2912,A2-10,Recipe_A,2019-01-30 12:07:47,2019-01-30 16:20:14,252.45,0.52,LINE_2,487.0,37.69,2.1,1.35,321.27,,345.43,,2975.0,202.8,240.0,,118.1,21.13,4.79,61.73,349.5,101.75,200.39,223.79,34.47,A1_STRIPPER_OUT,9.8,29.32,17.92,74.67,113.14,116.84,115.22,85.0,115.94,112.06,,10.14,16.96,-4.35,2.78,46.39,,27.45,YES,25.6,4.99,5.37,88.64,-1250.0,4.789,7.17
2913,A2-11,Recipe_A,2019-01-30 13:25:57,2019-01-30 18:17:42,291.75,0.37,LINE_2,488.0,37.74,2.12,1.36,325.17,,345.06,,2945.0,203.6,224.2,,117.73,20.35,4.78,128.18,342.5,144.46,192.54,220.32,43.58,A1_STRIPPER_OUT,9.87,20.6,13.0,67.67,111.84,117.13,114.63,85.0,115.38,113.1,,9.52,20.15,-5.24,2.78,46.96,,26.63,YES,27.59,0.0,4.85,88.46,-1530.0,4.8180000000000005,7.16
2914,A2-12,Recipe_A,2019-01-30 16:25:06,2019-01-30 19:28:19,183.22,0.55,LINE_2,493.0,37.72,2.08,1.36,330.6,,345.12,,2955.0,199.0,231.1,,117.91,19.19,4.81,71.78,350.5,146.15,198.9,222.45,45.73,A1_STRIPPER_OUT,9.85,20.75,12.6,63.8,114.53,117.41,114.82,85.0,120.08,113.44,,9.83,20.69,-4.9,2.78,47.38,,27.38,YES,27.9,5.05,5.53,90.96,-1010.0,4.802,7.08
2915,A2-13,Recipe_A,2019-01-30 18:17:41,2019-01-30 21:52:44,215.05,0.85,LINE_2,490.5,37.71,2.04,1.36,325.8,,350.06,,3000.0,203.0,248.1,,118.27,19.14,4.8,62.35,353.5,125.46,204.38,225.83,41.96,A1_STRIPPER_OUT,9.83,23.95,12.65,70.75,118.86,117.08,114.98,85.0,122.54,114.13,,11.29,19.59,-4.9,2.78,46.8,,27.8,YES,27.09,6.1,5.39,88.51,-1060.0,4.699,7.13
2916,A2-01,Recipe_A,2019-01-30 20:14:51,2019-01-30 23:16:32,181.68,0.09,LINE_2,489.0,37.71,2.1,1.36,326.95,,344.81,,2926.0,205.8,218.5,,117.5,21.07,4.8,63.7,351.0,150.89,166.28,179.38,55.6,A2_STRIPPER_OUT,9.78,19.32,13.33,69.3,112.03,117.56,115.98,85.0,113.93,110.69,,10.44,10.31,-4.48,3.17,46.47,,27.11,YES,27.2,4.21,5.52,89.56,-1050.0,4.729,7.06
2917,A2-02,Recipe_A,2019-01-30 21:31:59,2019-01-31 00:32:37,180.63,0.38,LINE_2,490.5,37.72,2.09,1.36,331.77,,344.81,,2950.0,200.2,214.0,,118.22,19.85,4.8,66.67,346.5,123.99,194.67,222.92,40.53,A1_STRIPPER_OUT,9.75,23.82,16.72,70.0,113.43,117.89,116.8,85.0,116.82,117.55,,10.53,11.14,-4.38,3.17,46.44,,27.07,YES,23.08,2.55,5.62,89.55,-1460.0,4.735,7.09
2918,A2-03,Recipe_A,2019-01-30 22:38:39,2019-01-31 02:08:52,210.22,0.72,LINE_2,492.5,37.67,2.16,1.36,325.32,,344.93,,2908.0,204.8,218.0,,118.61,19.88,4.8,73.9,354.0,152.77,175.99,190.07,53.68,A2_STRIPPER_OUT,9.85,19.08,13.57,59.33,112.99,117.32,115.49,85.0,110.64,107.55,,9.91,21.44,-4.33,3.17,46.46,,27.43,YES,27.97,6.01,5.79,88.44,-1390.0,4.771,6.97
2919,A2-04,Recipe_A,2019-01-30 23:52:33,2019-01-31 03:14:37,202.07,0.4,LINE_2,493.0,37.63,2.08,1.36,324.85,,344.93,,2985.0,201.4,213.9,,118.7,21.07,4.96,105.45,354.0,142.16,204.45,225.07,45.68,A1_STRIPPER_OUT,9.82,21.13,12.77,61.12,113.86,117.37,115.98,85.0,118.06,113.04,,8.06,19.58,-2.76,3.17,46.4,,26.64,YES,26.86,6.03,5.04,88.41,-1460.0,4.842,7.12
2920,A2-05,Recipe_A,2019-01-31 01:55:09,2019-01-31 04:35:25,160.27,0.41,LINE_2,490.5,37.72,2.1,1.36,321.08,,344.87,,2896.0,204.6,219.1,,117.89,19.88,4.8,71.15,352.5,153.45,178.0,202.44,53.74,A2_STRIPPER_OUT,11.87,18.88,14.38,61.27,112.7,117.22,115.26,85.0,111.01,106.5,,9.53,15.92,-3.34,3.17,46.6,,27.69,YES,24.96,3.15,5.26,89.1,-1460.0,4.86,7.15
2921,A2-06,Recipe_A,2019-01-31 03:06:18,2019-01-31 09:56:02,409.73,0.5,LINE_2,489.0,37.7,2.1,1.36,328.17,,352.38,,2944.0,203.8,235.2,,117.88,20.49,4.8,59.35,360.0,157.91,190.65,214.71,54.56,A2_STRIPPER_OUT,70.87,18.68,0.42,127.73,116.74,116.74,117.58,85.0,115.74,116.93,,7.33,6.3,-5.24,2.58,47.57,,26.87,NO,17.7,0.81,5.83,86.17,-1330.0,4.84,7.02
2922,A2-07,Recipe_A,2019-01-31 04:05:40,2019-01-31 12:05:54,480.23,0.71,LINE_2,488.5,37.64,2.14,1.36,332.57,,345.43,,2980.0,200.4,212.7,,119.1,20.84,4.78,417.52,350.0,163.35,161.49,210.32,53.11,A1_STRIPPER_OUT,11.1,18.6,12.88,54.58,115.2,117.03,116.58,85.0,130.0,122.67,,10.2,9.28,-4.95,2.97,47.01,,27.36,YES,24.11,3.71,5.98,88.89,-1370.0,4.843999999999999,7.01
2923,A2-08,Recipe_A,2019-01-31 11:03:11,2019-01-31 13:26:48,143.62,0.53,LINE_2,488.5,37.61,2.06,1.36,325.4,,345.06,,3004.0,207.6,217.3,,117.55,19.83,4.8,55.3,348.5,166.59,180.89,201.77,54.05,A2_STRIPPER_OUT,10.07,18.12,14.2,58.8,113.62,117.75,116.62,85.0,117.96,113.87,,9.51,8.2,-4.5,2.97,47.8,,27.75,YES,20.0,1.52,5.77,88.33,-1300.0,4.829,7.0
2924,A2-09,Recipe_A,2019-01-31 13:07:23,2019-01-31 16:20:28,193.08,0.53,LINE_2,495.5,37.72,2.09,1.36,330.3,,346.43,,2960.0,199.2,231.4,,116.99,19.63,4.78,59.7,353.5,161.69,201.73,216.35,53.2,A1_STRIPPER_OUT,9.9,18.52,12.78,59.18,111.79,117.46,116.5,85.0,115.28,114.09,,9.36,22.66,-4.4,2.97,38.65,,26.86,YES,26.81,5.91,5.25,89.3,-1200.0,4.795,7.1
